p_c	p_m	N	c_0	Step_Found	VALUE
0.895	0.229	29.0	2.0	13	20.0
0.505	0.325	9.0	1.0	2	20.4
0.832	0.947	44.0	1.0	4	27.4
0.832	0.199	44.0	2.0	8	29.0
0.722	0.729	27.0	2.0	1	38.0
0.808	0.683	24.0	1.0	12	46.0
0.895	0.618	13.0	2.0	0	47.2
0.934	0.471	44.0	1.0	8	62.8
0.895	0.618	29.0	2.0	1	98.4
0.832	0.411	44.0	2.0	7	114.6
0.928	0.96	44.0	1.0	13	142.8
0.832	0.12	44.0	2.0	11	179.0
0.434	0.683	24.0	1.0	9	211.8
0.895	0.574	13.0	2.0	11	226.0
0.672	0.024	29.0	2.0	12	628.2
