p_c	p_m	N	c_0	Step_Found	VALUE
0.816	0.218	50.0	1.0	9	33.2
0.114	0.218	32.0	1.0	1	41.2
0.85	0.091	42.0	2.0	4	43.4
0.75	0.241	31.0	2.0	9	62.6
0.816	0.218	32.0	1.0	2	66.4
0.836	0.647	12.0	2.0	5	71.4
0.937	0.318	10.0	2.0	4	75.8
0.55	0.844	20.0	2.0	3	79.2
0.741	0.928	33.0	2.0	0	89.4
0.55	0.676	39.0	2.0	6	101.6
0.55	0.676	31.0	2.0	7	106.4
0.861	0.091	42.0	1.0	10	110.8
0.75	0.394	31.0	1.0	12	220.8
0.618	0.032	50.0	1.0	1	250.6
0.937	0.318	18.0	1.0	7	285.8
