p_c	p_m	N	c_0	Step_Found	VALUE
0.375	0.703	23.0	2.0	1	19.6
0.345	0.783	23.0	2.0	8	20.0
0.011	0.544	3.0	2.0	7	45.6
0.136	0.703	21.0	1.0	5	73.8
0.136	0.703	8.0	1.0	11	76.8
0.964	0.117	34.0	1.0	0	92.2
0.375	0.103	28.0	2.0	10	99.8
0.375	0.703	17.0	2.0	3	117.6
0.891	0.209	21.0	1.0	10	142.2
0.462	0.783	23.0	1.0	12	163.2
0.39	0.827	46.0	2.0	9	217.6
0.964	0.962	49.0	2.0	9	225.2
0.391	0.307	23.0	1.0	8	230.4
0.609	0.623	46.0	1.0	3	247.8
0.896	0.703	21.0	1.0	6	263.8
