p_c	p_m	N	c_0	Step_Found	VALUE
0.312	0.466	37.0	2.0	12	25.4
0.815	0.398	13.0	2.0	6	31.8
0.602	0.751	6.0	2.0	3	36.4
0.829	0.289	24.0	2.0	13	36.4
0.829	0.289	37.0	2.0	12	40.4
0.978	0.234	40.0	2.0	13	44.6
0.934	0.639	43.0	2.0	12	53.8
0.024	0.315	38.0	1.0	11	65.4
0.105	0.704	18.0	2.0	10	101.2
0.934	0.639	49.0	2.0	2	110.0
0.156	0.608	40.0	2.0	10	117.8
0.841	0.101	9.0	2.0	1	156.4
0.156	0.234	40.0	2.0	4	161.6
0.231	0.608	40.0	2.0	11	209.2
0.841	0.982	46.0	2.0	10	346.0
