"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.021222, 1, 0.021222, alpha='4.6909356296798235',ants='50',beta='9.660321509942506',elitistants='620',localsearch='1',rho='0.9307106389687687',dlb='1',nnls='35'
7.628928, 0.051000, 7.698227, 1, 0.069299, alpha='4.6909356296798235',ants='50',beta='9.660321509942506',elitistants='620',localsearch='1',rho='0.9307106389687687',dlb='1',nnls='35'
11.184804, 0.000000, 11.309597, 2, 0.124793, alpha='7.549531688595925',ants='85',beta='3.1926625398301542',elitistants='658',localsearch='1',rho='0.40282573270687994',dlb='0',nnls='15'
